tape,step,day,hour,farmer_action,hands_actions,market_actions
7,674,29,2,NORTH,EAST; WEST; PLANT WHEAT; EAST; NORTH; WEST; WEST; WEST; WEST; WEST; WEST,
7,675,29,3,HARVEST,NORTH; WEST; WATER; EAST; NORTH; WEST; NORTH; WEST; WEST; WEST; WEST,
7,676,29,4,EAST,FEED; WEST; WEST; EAST; NORTH; DIG; NORTH; WEST; DIG; NORTH; NORTH,
7,677,29,5,HARVEST,COLLECT_FERTILIZER; SOUTH; WEST; EAST; WATER; SOUTH; NORTH; NORTH; SOUTH; NORTH; HARVEST,SELL STRAWBERRY 8
7,678,29,6,SOUTH,WEST; WATER; WEST; EAST; EAST; SOUTH; NORTH; WATER; DIG; NORTH; EAST,SELL CARROT 2
7,679,29,7,HARVEST,SOUTH; WEST; WATER; NORTH; WATER; SOUTH; NORTH; EAST; EAST; WATER; SOUTH,
7,680,29,8,PLACE MILK 9,PLACE FERTILIZER; WATER; NORTH; NORTH; HARVEST; WATER; WATER; WATER; DIG; NORTH; PLACE WOOL,SELL MILK 9; SELL WOOL 1; SELL FERTILIZER 1
7,681,29,9,EAST,EAST; HARVEST; WATER; WATER; WEST; EAST; EAST; HARVEST; SOUTH; WATER; SOUTH,
7,682,29,10,EAST,EAST; NORTH; HARVEST; EAST; SOUTH; WATER; WATER; WEST; DIG; HARVEST; SOUTH,
7,683,29,11,NORTH,EAST; NORTH; EAST; WATER; SOUTH; WEST; SOUTH; NORTH; WEST; EAST; SOUTH,
7,684,29,12,WATER,WATER; NORTH; EAST; HARVEST; SOUTH; WEST; WATER; WATER; WATER; SOUTH; SOUTH,SELL WHEAT 17
7,685,29,13,NORTH,NORTH; WATER; EAST; NORTH; SOUTH; WATER; HARVEST; HARVEST; WEST; SOUTH; DIG,
7,686,29,14,WATER,WATER; HARVEST; COLLECT_FERTILIZER; WATER; PLACE CARROT; HARVEST; WEST; EAST; WATER; WATER; WEST,SELL CARROT 1
7,687,29,15,WEST,EAST; EAST; CARE; HARVEST; NORTH; WEST; WATER; NORTH; NORTH; HARVEST; SOUTH,
7,688,29,16,COLLECT_FERTILIZER,WATER; EAST; EAST; WEST; NORTH; WATER; HARVEST; WATER; WATER; EAST; WATER,
7,689,29,17,WEST,HARVEST; COLLECT_FERTILIZER; COLLECT_FERTILIZER; WATER; NORTH; HARVEST; HARVEST; WEST; COLLECT_FERTILIZER; WEST,
7,690,29,18,SOUTH,SOUTH; EAST; CARE; HARVEST; WATER; EAST; WATER; HARVEST; WATER,
7,691,29,19,SOUTH,WATER; COLLECT_FERTILIZER; EAST; WEST; EAST; SOUTH; EAST; HARVEST,
7,692,29,20,PLACE FERTILIZER,NORTH; COLLECT_FERTILIZER; NORTH; EAST; WATER; COLLECT_FERTILIZER,SELL FERTILIZER 1
7,693,29,21,PASS,COLLECT_FERTILIZER; EAST; WATER; WATER; HARVEST; SOUTH,
7,694,29,22,PASS,EAST; COLLECT_FERTILIZER; HARVEST; HARVEST; COLLECT_FERTILIZER,
7,695,29,23,PASS,COLLECT_FERTILIZER,
7,696,30,0,WEST,,SELL WHEAT 57; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
7,697,30,1,WEST,WEST; EAST; WEST; WEST; WEST; EAST; WEST; EAST; WEST,SELL MILK 3; SELL CARROT 8; HIRE; HIRE
7,698,30,2,HARVEST,NORTH; EAST; WEST; WEST; WEST; EAST; WEST; NORTH; WEST; COLLECT_FERTILIZER; NORTH,SELL FERTILIZER 10
7,699,30,3,EAST,NORTH; NORTH; WEST; SOUTH; WEST; EAST; SOUTH; NORTH; WEST; DROP; NORTH,SELL FERTILIZER 1
7,700,30,4,EAST,NORTH; NORTH; WATER; SOUTH; WEST; NORTH; WATER; HARVEST; WEST; WEST; NORTH,
7,701,30,5,DROP,NORTH; WATER; HARVEST; WATER; NORTH; WATER; HARVEST; EAST; SOUTH; COLLECT_FERTILIZER; WATER,SELL MILK 1
7,702,30,6,EAST,WATER; HARVEST; SOUTH; HARVEST; WATER; HARVEST; SOUTH; SOUTH; WATER; WEST; HARVEST,SELL FERTILIZER 1
7,703,30,7,NORTH,HARVEST; EAST; WATER; SOUTH; HARVEST; SOUTH; WATER; HARVEST; HARVEST; SOUTH; SOUTH,
7,704,30,8,NORTH,EAST; WATER; HARVEST; WATER; EAST; WATER; HARVEST; WEST; EAST; SOUTH; SOUTH,
7,705,30,9,HARVEST,WATER; HARVEST; SOUTH; HARVEST; EAST; HARVEST; SOUTH; WEST; EAST; SOUTH; SOUTH,
7,706,30,10,EAST,HARVEST; WEST; WATER; SOUTH; NORTH; EAST; WATER; DROP; EAST; SOUTH; DROP,SELL WOOL 3; SELL WHEAT 2
7,707,30,11,HARVEST,EAST; SOUTH; HARVEST; WATER; NORTH; WATER; HARVEST; EAST; EAST; SOUTH; EAST,
7,708,30,12,SOUTH,WATER; WATER; EAST; HARVEST; WATER; HARVEST; EAST; NORTH; DROP; DIG; NORTH,SELL CARROT 2
7,709,30,13,SOUTH,HARVEST; HARVEST; EAST; EAST; HARVEST; WEST; EAST; COLLECT_FERTILIZER; WATER; EAST; NORTH,
7,710,30,14,HARVEST,SOUTH; WEST; EAST; NORTH; EAST; WEST; NORTH; WEST; EAST; NORTH,
7,711,30,15,WEST,SOUTH; WEST; NORTH; NORTH; EAST; WEST; NORTH; COLLECT_FERTILIZER; NORTH; WATER,
7,712,30,16,DROP,SOUTH; SOUTH; NORTH; NORTH; SOUTH; WEST; NORTH; WEST; NORTH; HARVEST,SELL MILK 3
7,713,30,17,COLLECT_FERTILIZER,SOUTH; DROP; DROP; NORTH; SOUTH; DROP; DROP; COLLECT_FERTILIZER; NORTH; WEST,SELL STRAWBERRY 6; SELL WHEAT 27
7,714,30,18,EAST,DROP; DROP; SOUTH; WEST; NORTH; SOUTH,SELL WHEAT 16
7,715,30,19,COLLECT_FERTILIZER,WEST; DROP; COLLECT_FERTILIZER; NORTH; SOUTH,SELL WHEAT 6
7,716,30,20,EAST,NORTH; EAST; DROP; SOUTH,SELL FERTILIZER 1
7,717,30,21,COLLECT_FERTILIZER,NORTH; SOUTH; DROP,SELL CARROT 2
7,718,30,22,PASS,COLLECT_FERTILIZER; DROP,SELL FERTILIZER 4
8,0,1,0,PASS,,
8,1,1,1,NORTH,,BUY_PRODUCT WHEAT 5; BUY_SEED WHEAT 7; BUY_SEED MELON 12; HIRE; HIRE; HIRE; HIRE; HIRE; BUY_ANIMAL COW 2; BUY_ANIMAL SHEEP 2
8,2,1,2,SOUTH,PICKUP COW 1; NORTH; WEST; PICKUP COW 1,
8,3,1,3,PICKUP SHEEP 1,NORTH; NORTH; WEST; BUILD_PASTURE,
8,4,1,4,PICKUP WHEAT 1,BUILD_PASTURE; NORTH; NORTH; PLACE COW,
8,5,1,5,WEST,PLACE COW; NORTH; NORTH; CARE,
8,6,1,6,NORTH,NORTH; NORTH; NORTH; PICKUP SHEEP 1,
8,7,1,7,BUILD_PASTURE,NORTH; PLANT MELON; PLANT MELON; PICKUP WHEAT 1,
8,8,1,8,PLACE SHEEP,PLANT MELON; WATER; WATER; WEST,
8,9,1,9,FEED,WATER; WEST; WEST; BUILD_PASTURE,
8,10,1,10,CARE,WEST; PLANT MELON; NORTH; PLACE SHEEP,
8,11,1,11,WEST,PLANT MELON; WATER; PLANT MELON; FEED,
8,12,1,12,PLANT MELON,WATER; WEST; WATER; CARE,
8,13,1,13,WATER,WEST; PLANT WHEAT; WEST; WEST,
8,14,1,14,WEST,SOUTH; WATER; PLANT WHEAT; WEST,
8,15,1,15,PLANT MELON,PLANT MELON; WEST; WATER; PLANT MELON,
8,16,1,16,WATER,WATER; PLANT WHEAT; WEST; WATER,
8,17,1,17,PASS,WEST; WATER; PLANT WHEAT; WEST,
8,18,1,18,PASS,PLANT MELON; WATER; PLANT MELON,
8,19,1,19,PASS,WATER; NORTH; WATER,
8,20,1,20,PASS,WEST; PLANT WHEAT; NORTH,
8,21,1,21,PASS,PLANT WHEAT; WATER; PLANT WHEAT,
8,22,1,22,PASS,WATER; WATER,
8,23,1,23,PASS,,
8,24,2,0,PICKUP WHEAT 1,,HIRE; HIRE; HIRE
8,25,2,1,WEST,WEST; NORTH; WEST,
8,26,2,2,NORTH,PICKUP WHEAT 1; PICKUP WHEAT 1; WEST,
8,27,2,3,FEED,NORTH; FEED; WEST,
8,28,2,4,CARE,FEED; CARE; NORTH,
8,29,2,5,COLLECT_FERTILIZER,CARE; COLLECT_FERTILIZER; BUILD_PASTURE,
8,30,2,6,EAST,COLLECT_FERTILIZER; PLACE FERTILIZER; WEST,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 3
8,31,2,7,SOUTH,SOUTH; NORTH; WEST,BUY_PRODUCT WHEAT 1
8,32,2,8,PLACE FERTILIZER,PLACE FERTILIZER; NORTH; NORTH,SELL FERTILIZER 2
8,33,2,9,PASS,BUILD_PASTURE; WATER,BUY_PRODUCT WHEAT 1
8,34,2,10,PASS,SOUTH; NORTH,
8,35,2,11,PASS,SOUTH; WATER,BUY_PRODUCT WHEAT 1
8,36,2,12,PASS,PICKUP WHEAT 1; EAST,
8,37,2,13,PASS,WEST; NORTH,BUY_PRODUCT WHEAT 1
8,38,2,14,PASS,FEED; WATER,
8,39,2,15,PASS,COLLECT_FERTILIZER; WEST,BUY_PRODUCT WHEAT 1
8,40,2,16,PASS,CARE; WATER,
8,41,2,17,PASS,NORTH,
8,42,2,18,PASS,WATER,
8,43,2,19,PASS,EAST,
8,44,2,20,PASS,WATER,
8,45,2,21,PASS,EAST,
8,46,2,22,PASS,WATER,
8,47,2,23,PASS,,
8,48,3,0,PICKUP WHEAT 4,,SELL FERTILIZER 1; BUY_SEED WHEAT 3; HIRE; HIRE; HIRE; HIRE
8,49,3,1,FEED,WEST; WEST; WEST,
8,50,3,2,CARE,WEST; NORTH; NORTH,SELL WHEAT 2
8,51,3,3,COLLECT_FERTILIZER,WEST; NORTH; NORTH,
8,52,3,4,NORTH,WEST; NORTH; WATER,
8,53,3,5,FEED,NORTH; NORTH; NORTH,
8,54,3,6,CARE,WATER; WATER; WATER,
8,55,3,7,COLLECT_FERTILIZER,EAST; NORTH; WEST,
8,56,3,8,WEST,WATER; WATER; WATER,
8,57,3,9,FEED,NORTH; WEST; WEST,
8,58,3,10,CARE,WATER; WATER; WEST,
8,59,3,11,COLLECT_FERTILIZER,NORTH; WEST; WATER,
8,60,3,12,SOUTH,WATER; WEST; HARVEST,
8,61,3,13,FEED,EAST; WATER; PLANT WHEAT,
8,62,3,14,CARE,WATER; HARVEST; WATER,
8,63,3,15,COLLECT_FERTILIZER,SOUTH; PLANT WHEAT; NORTH,
8,64,3,16,EAST,WATER; WATER; WATER,
8,65,3,17,PLACE FERTILIZER 4,WEST; EAST; HARVEST,SELL FERTILIZER 4; BUY_ANIMAL COW 1
8,66,3,18,PICKUP COW 1,WEST; WATER; PLANT WHEAT,
8,67,3,19,NORTH,WATER; WATER,
8,68,3,20,NORTH,NORTH; EAST,
8,69,3,21,PLACE COW,WATER; SOUTH,
8,70,3,22,PASS,WATER,
8,71,3,23,PASS,,
8,72,4,0,PICKUP WHEAT 3,,BUY_SEED WHEAT 5; HIRE; HIRE; HIRE; HIRE; HIRE
8,73,4,1,WEST,WEST; WEST; WEST; WEST; WEST,
8,74,4,2,FEED,WEST; WEST; NORTH; WEST; WEST,SELL WHEAT 1
8,75,4,3,CARE,WEST; WEST; NORTH; WEST; WEST,
8,76,4,4,COLLECT_FERTILIZER,NORTH; NORTH; NORTH; WEST; NORTH,
8,77,4,5,NORTH,WATER; NORTH; NORTH; NORTH; NORTH,
8,78,4,6,FEED,WEST; NORTH; WATER; WATER; NORTH,
8,79,4,7,CARE,WATER; NORTH; NORTH; HARVEST; NORTH,
8,80,4,8,COLLECT_FERTILIZER,SOUTH; WATER; WATER; PLANT WHEAT; WATER,SELL WHEAT 3
8,81,4,9,EAST,WATER; HARVEST; WEST; WATER; HARVEST,
8,82,4,10,NORTH,WEST; PLANT WHEAT; WATER; NORTH; PLANT WHEAT,
8,83,4,11,FEED,WATER; WATER; SOUTH; WATER; WATER,
8,84,4,12,CARE,NORTH; WATER; HARVEST; SOUTH,
8,85,4,13,COLLECT_FERTILIZER,WATER; SOUTH; PLANT WHEAT; WATER,
8,86,4,14,SOUTH,EAST; WATER; WATER; SOUTH,
8,87,4,15,SOUTH,EAST; NORTH; WATER,
8,88,4,16,PLACE FERTILIZER 3,EAST; WATER; WEST,SELL FERTILIZER 3; BUY_ANIMAL COW 1
8,89,4,17,COLLECT_FERTILIZER,SOUTH; EAST; NORTH; WATER,
8,90,4,18,PLACE FERTILIZER,SOUTH; SOUTH; WATER,SELL FERTILIZER 1
8,91,4,19,CARE,SOUTH; SOUTH,
8,92,4,20,NORTH,SOUTH; PICKUP COW 1,
8,93,4,21,COLLECT_FERTILIZER,PLACE WHEAT; WEST,SELL WHEAT 1
8,94,4,22,CARE,WEST,
8,95,4,23,PASS,PLACE COW,
8,96,5,0,PICKUP WHEAT 5,,BUY_SEED WHEAT 5; BUY_SEED CARROT 3; BUY_SEED STRAWBERRY 1; HIRE; HIRE; HIRE; HIRE
8,97,5,1,FEED,WEST; WEST; WEST,BUY_PRODUCT WHEAT 1
8,98,5,2,CARE,NORTH; WEST; WEST,
8,99,5,3,COLLECT_FERTILIZER,NORTH; WEST; WEST,
8,100,5,4,NORTH,COLLECT_FERTILIZER; NORTH; WEST,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 1
8,101,5,5,FEED,CARE; NORTH; NORTH,BUY_PRODUCT WHEAT 1
8,102,5,6,CARE,SOUTH; NORTH; NORTH,
8,103,5,7,COLLECT_FERTILIZER,SOUTH; NORTH; NORTH,BUY_PRODUCT WHEAT 1
8,104,5,8,WEST,PLACE FERTILIZER; NORTH; WATER,SELL FERTILIZER 1; BUY_SEED STRAWBERRY 1
8,105,5,9,FEED,WATER; HARVEST,
8,106,5,10,CARE,HARVEST; PLANT WHEAT,
8,107,5,11,COLLECT_FERTILIZER,PLANT WHEAT; WATER,
8,108,5,12,SOUTH,WATER; NORTH,SELL WHEAT 2; BUY_PRODUCT WHEAT 2
8,109,5,13,FEED,EAST; WATER,
8,110,5,14,CARE,WATER; HARVEST,
8,111,5,15,COLLECT_FERTILIZER,PLANT WHEAT,
8,112,5,16,WEST,WATER,
8,113,5,17,FEED,SOUTH,
8,114,5,18,CARE,SOUTH,
8,115,5,19,COLLECT_FERTILIZER,SOUTH,
8,116,5,20,EAST,WATER,
8,117,5,21,EAST,,
8,118,5,22,PLACE FERTILIZER 5,,SELL FERTILIZER 4; BUY_SEED STRAWBERRY 2
8,119,5,23,PASS,,
8,120,6,0,PICKUP WHEAT 5,,BUY_SEED WHEAT 4; BUY_SEED STRAWBERRY 1; HIRE; HIRE; HIRE; HIRE
8,121,6,1,WEST,WEST; WEST; WEST; PICKUP WHEAT 5,SELL FERTILIZER 1; BUY_SEED STRAWBERRY 1
8,122,6,2,WEST,NORTH; WEST; WEST; FEED,
8,123,6,3,FEED,NORTH; NORTH; WEST; CARE,SELL WHEAT 2; BUY_SEED STRAWBERRY 1
8,124,6,4,CARE,NORTH; NORTH; WEST; COLLECT_FERTILIZER,
8,125,6,5,COLLECT_FERTILIZER,WATER; WATER; NORTH; NORTH,
8,126,6,6,WEST,WEST; NORTH; WATER; FEED,
8,127,6,7,NORTH,WATER; WATER; NORTH; CARE,
8,128,6,8,NORTH,WEST; WEST; WATER; COLLECT_FERTILIZER,
8,129,6,9,NORTH,WATER; WEST; NORTH; NORTH,
8,130,6,10,WATER,NORTH; WATER; WATER; FEED,
8,131,6,11,HARVEST,WATER; HARVEST; EAST; CARE,
8,132,6,12,PLANT STRAWBERRY,HARVEST; PLANT STRAWBERRY; EAST; COLLECT_FERTILIZER,
8,133,6,13,WATER,PLANT STRAWBERRY; WATER; WATER; WEST,
8,134,6,14,NORTH,WATER; SOUTH; SOUTH,
8,135,6,15,WATER,EAST; WATER; FEED,
8,136,6,16,WEST,WATER; HARVEST; CARE,
8,137,6,17,WATER,EAST; PLANT STRAWBERRY; COLLECT_FERTILIZER,
8,138,6,18,SOUTH,WATER; WATER; SOUTH,
8,139,6,19,WATER,SOUTH; FEED,
8,140,6,20,PASS,WATER; CARE,
8,141,6,21,PASS,COLLECT_FERTILIZER,
8,142,6,22,PASS,EAST,
8,143,6,23,PASS,PLACE FERTILIZER 5,SELL FERTILIZER 5; BUY_SEED STRAWBERRY 1
8,144,7,0,WEST,,SELL FERTILIZER 1; HIRE; HIRE; HIRE; HIRE
8,145,7,1,NORTH,PICKUP WHEAT 5; WEST; WEST; WEST,
8,146,7,2,HARVEST,FEED; WEST; WEST; WEST,
8,147,7,3,SOUTH,CARE; WEST; NORTH; WEST,
8,148,7,4,HARVEST,COLLECT_FERTILIZER; WEST; NORTH; WEST,
8,149,7,5,EAST,NORTH; WEST; WATER; NORTH,
8,150,7,6,PLACE WOOL 12,FEED; NORTH; WEST; NORTH,SELL WOOL 12; BUY_PRODUCT WHEAT 2; HIRE; HIRE; HIRE; HIRE; BUY_LAND; BUY_ANIMAL SHEEP 2
8,151,7,7,EAST,WEST; SOUTH; WATER; EAST; PICKUP SHEEP 1; EAST; EAST; EAST,BUY_PRODUCT WHEAT 2
8,152,7,8,PICKUP SHEEP 1,SOUTH; WATER; NORTH; NORTH; PICKUP WHEAT 1; EAST; EAST; NORTH,
8,153,7,9,PICKUP WHEAT 1,FEED; EAST; WATER; WATER; NORTH; EAST; NORTH; NORTH,BUY_SEED STRAWBERRY 2
8,154,7,10,BUILD_PASTURE,CARE; WATER; EAST; EAST; BUILD_PASTURE; EAST; BUILD_PASTURE; BUILD_PASTURE,BUY_SEED STRAWBERRY 1
8,155,7,11,PLACE SHEEP,COLLECT_FERTILIZER; EAST; NORTH; WATER; PLACE SHEEP; EAST; NORTH; NORTH,
8,156,7,12,FEED,NORTH; EAST; WATER; NORTH; FEED; NORTH; PLANT STRAWBERRY; PLANT STRAWBERRY,BUY_SEED WHEAT 1
8,157,7,13,CARE,FEED; EAST; WEST; WATER; CARE; PLANT STRAWBERRY; WATER; WATER,BUY_SEED WHEAT 1
8,158,7,14,EAST,CARE; NORTH; NORTH; EAST; EAST; WATER; NORTH; NORTH,
8,159,7,15,BUILD_PASTURE,COLLECT_FERTILIZER; COLLECT_FERTILIZER; WATER; WATER; BUILD_PASTURE; NORTH; PLANT WHEAT,BUY_SEED WHEAT 1; BUY_SEED STRAWBERRY 1
8,160,7,16,EAST,WEST; CARE; HARVEST; NORTH; NORTH; PLANT WHEAT; WATER,BUY_SEED WHEAT 1; BUY_SEED STRAWBERRY 1
8,161,7,17,EAST,SOUTH; SOUTH; WEST; WATER; BUILD_PASTURE; WATER; EAST,
8,162,7,18,PLANT STRAWBERRY,FEED; PLACE FERTILIZER; WATER; WEST; EAST; NORTH; PLANT WHEAT,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 3; BUY_SEED STRAWBERRY 2
8,163,7,19,WATER,CARE; NORTH; HARVEST; WATER; PLANT STRAWBERRY; PLANT WHEAT; WATER,BUY_SEED STRAWBERRY 1; BUY_SEED WHEAT 1
8,164,7,20,NORTH,COLLECT_FERTILIZER; NORTH; SOUTH; WATER; WATER; SOUTH,
8,165,7,21,PLANT STRAWBERRY,EAST; COLLECT_FERTILIZER; WATER; EAST; EAST; PLANT STRAWBERRY,
8,166,7,22,WATER,EAST; CARE; HARVEST; PLANT STRAWBERRY; PLANT WHEAT; WATER,
8,167,7,23,PASS,PLACE FERTILIZER 3; WATER; WATER,SELL FERTILIZER 3; BUY_PRODUCT WHEAT 7
8,168,8,0,PICKUP WHEAT 1,,SELL FERTILIZER 2; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
8,169,8,1,WEST,PICKUP WHEAT 1; NORTH; NORTH; PICKUP WHEAT 1; WEST; NORTH; EAST,HIRE
8,170,8,2,WEST,WEST; PICKUP WHEAT 1; PICKUP WHEAT 1; FEED; PICKUP WHEAT 1; EAST; NORTH; EAST,
8,171,8,3,FEED,WEST; NORTH; NORTH; CARE; NORTH; PICKUP WHEAT 1; NORTH; EAST,SELL WHEAT 7
8,172,8,4,CARE,FEED; NORTH; FEED; COLLECT_FERTILIZER; FEED; FEED; NORTH; EAST,
8,173,8,5,COLLECT_FERTILIZER,CARE; FEED; CARE; PLACE FERTILIZER; CARE; CARE; NORTH; EAST,SELL FERTILIZER 1; BUY_SEED STRAWBERRY 1
8,174,8,6,NORTH,COLLECT_FERTILIZER; CARE; COLLECT_FERTILIZER; PICKUP WHEAT 1; COLLECT_FERTILIZER; COLLECT_FERTILIZER; NORTH; NORTH,
8,175,8,7,WATER,EAST; COLLECT_FERTILIZER; SOUTH; WEST; SOUTH; PLACE FERTILIZER; WATER; NORTH,SELL FERTILIZER 1; BUY_PRODUCT FERTILIZER 1
8,176,8,8,WEST,PLACE FERTILIZER; SOUTH; PLACE FERTILIZER; NORTH; PLACE FERTILIZER; EAST; WEST; NORTH,SELL FERTILIZER 4; BUY_ANIMAL COW 1
8,177,8,9,WATER,NORTH; SOUTH; PICKUP COW 1; FEED; WEST; EAST; WATER; NORTH,
8,178,8,10,SOUTH,NORTH; PLACE FERTILIZER; EAST; CARE; NORTH; EAST; WEST; PLANT STRAWBERRY,BUY_SEED STRAWBERRY 1
8,179,8,11,WATER,NORTH; WEST; PLACE COW; COLLECT_FERTILIZER; NORTH; EAST; WATER; WATER,
8,180,8,12,WEST,WATER; WEST; CARE; WEST; WATER; NORTH; WEST; NORTH,
8,181,8,13,WATER,WEST; NORTH; WEST; WEST; WEST; PLANT STRAWBERRY; WATER; WATER,BUY_SEED STRAWBERRY 1
8,182,8,14,EAST,WATER; NORTH; PICKUP WHEAT 1; WEST; WATER; WATER; WEST,
8,183,8,15,EAST,WEST; NORTH; EAST; WATER; WEST; NORTH; WATER,
8,184,8,16,EAST,WATER; NORTH; FEED; NORTH; WATER; PLANT STRAWBERRY; SOUTH,BUY_SEED STRAWBERRY 1; BUY_SEED WHEAT 2
8,185,8,17,EAST,WATER; WEST; WATER; WATER; WATER,
8,186,8,18,DROP,WEST; NORTH; NORTH,
8,187,8,19,PASS,PLANT STRAWBERRY; PLANT WHEAT; PLANT WHEAT,BUY_SEED WHEAT 2
8,188,8,20,PASS,WATER; WATER; WATER,
8,189,8,21,PASS,WEST; EAST; NORTH,
8,190,8,22,PASS,PLANT WHEAT; WATER; PLANT WHEAT,
8,191,8,23,PASS,WATER; WATER,
8,192,9,0,NORTH,,SELL FERTILIZER 3; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
8,193,9,1,HARVEST,PICKUP WHEAT 5; PICKUP WHEAT 4; WEST; EAST; NORTH; NORTH,
8,194,9,2,SOUTH,FEED; FEED; NORTH; NORTH; NORTH; NORTH,
8,195,9,3,HARVEST,CARE; CARE; NORTH; NORTH; NORTH; NORTH,
8,196,9,4,PLACE MILK 11,COLLECT_FERTILIZER; COLLECT_FERTILIZER; NORTH; NORTH; WATER; WATER,SELL MILK 11; BUY_PRODUCT WHEAT 3; BUY_SEED STRAWBERRY 2; HIRE; HIRE; HIRE; HIRE; BUY_ANIMAL SHEEP 2; BUY_PRODUCT FERTILIZER 1
8,197,9,5,WEST,PLACE FERTILIZER; PLACE FERTILIZER; NORTH; NORTH; EAST; NORTH; EAST; WEST; PICKUP WHEAT 1; EAST,SELL FERTILIZER 3; BUY_PRODUCT WHEAT 3
8,198,9,6,WEST,WEST; WEST; WATER; NORTH; EAST; WATER; EAST; WEST; EAST; NORTH,
8,199,9,7,NORTH,FEED; NORTH; WEST; WATER; WATER; HARVEST; EAST; NORTH; FEED; PICKUP SHEEP 2,BUY_PRODUCT WHEAT 3
8,200,9,8,WATER,CARE; FEED; WATER; HARVEST; EAST; PLANT STRAWBERRY; EAST; NORTH; CARE; NORTH,BUY_SEED STRAWBERRY 1
8,201,9,9,EAST,COLLECT_FERTILIZER; CARE; WEST; PLANT STRAWBERRY; WATER; WATER; NORTH; NORTH; COLLECT_FERTILIZER; NORTH,BUY_PRODUCT WHEAT 3
8,202,9,10,EAST,WEST; COLLECT_FERTILIZER; WATER; WATER; HARVEST; WEST; WATER; WATER; WEST; PLACE SHEEP,
8,203,9,11,EAST,FEED; NORTH; NORTH; EAST; PLANT STRAWBERRY; WATER; EAST; WEST; PLACE FERTILIZER; CARE,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 3; BUY_SEED STRAWBERRY 1
8,204,9,12,SOUTH,CARE; FEED; WATER; WATER; WATER; WEST; WATER; WATER; EAST,SELL WHEAT 6
8,205,9,13,PASS,COLLECT_FERTILIZER; CARE; WEST; HARVEST; SOUTH; WATER; NORTH; WEST; SOUTH,BUY_PRODUCT WHEAT 3
8,206,9,14,PASS,EAST; COLLECT_FERTILIZER; WATER; PLANT STRAWBERRY; WATER; WEST; WATER; WATER; PLACE SHEEP,
8,207,9,15,PASS,EAST; WEST; SOUTH; WATER; WEST; WATER; NORTH; SOUTH; CARE,BUY_PRODUCT WHEAT 3
8,208,9,16,PASS,EAST; SOUTH; WATER; EAST; WEST; WATER; WATER; EAST,BUY_SEED WHEAT 1
8,209,9,17,PASS,NORTH; FEED; SOUTH; WATER; FEED; NORTH; WEST; WATER,
8,210,9,18,PASS,FEED; CARE; WATER; HARVEST; EAST; WATER; WATER; EAST,
8,211,9,19,PASS,CARE; COLLECT_FERTILIZER; PLANT WHEAT; SOUTH; SOUTH; WATER,
8,212,9,20,PASS,COLLECT_FERTILIZER; EAST; WATER; FEED; WATER; NORTH,
8,213,9,21,PASS,SOUTH; SOUTH; EAST; EAST; WATER,
8,214,9,22,PASS,PLACE FERTILIZER 3; PLACE FERTILIZER 3; WATER; WATER; NORTH,SELL FERTILIZER 6
8,215,9,23,PASS,WATER,
8,216,10,0,WEST,,HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE; HIRE
8,217,10,1,NORTH,PICKUP WHEAT 2; PICKUP WHEAT 4; WEST; EAST; PICKUP WHEAT 5; WEST; EAST; EAST,HIRE; HIRE; BUY_ANIMAL SHEEP 1
8,218,10,2,HARVEST,WEST; FEED; WEST; EAST; FEED; WEST; EAST; WEST; PICKUP SHEEP 1,
8,219,10,3,SOUTH,FEED; CARE; WEST; EAST; CARE; EAST; WEST; EAST; NORTH; EAST,BUY_PRODUCT WHEAT 3
8,220,10,4,HARVEST,CARE; COLLECT_FERTILIZER; WEST; EAST; COLLECT_FERTILIZER; WEST; EAST; NORTH; EAST,
8,221,10,5,EAST,COLLECT_FERTILIZER; PLACE FERTILIZER; NORTH; NORTH; NORTH; WEST; NORTH; NORTH; PLACE SHEEP,SELL FERTILIZER 1; BUY_PRODUCT WHEAT 3
8,222,10,6,PLACE WOOL 8,WEST; EAST; NORTH; NORTH; FEED; NORTH; NORTH; WATER; CARE,SELL WOOL 8; BUY_ANIMAL SHEEP 1
8,223,10,7,WEST,FEED; FEED; NORTH; NORTH; CARE; PICKUP SHEEP 1; NORTH; NORTH; NORTH; WEST,BUY_PRODUCT WHEAT 3
8,224,10,8,WEST,CARE; CARE; NORTH; NORTH; COLLECT_FERTILIZER; EAST; WATER; NORTH; WATER; WEST,BUY_SEED WHEAT 2
8,225,10,9,WEST,COLLECT_FERTILIZER; COLLECT_FERTILIZER; WATER; NORTH; NORTH; NORTH; WEST; WATER; WEST; PICKUP WHEAT 1,BUY_PRODUCT WHEAT 3; BUY_SEED WHEAT 1
8,226,10,10,WATER,EAST; NORTH; HARVEST; WATER; FEED; NORTH; WATER; HARVEST; WATER; EAST,
